city_id,run_date,n_panos,n_quality,q_p10,q_p25,q_p50,q_p75,q_p90,pct_ge_good,pct_lt_poor,n_sequences,n_seq_mixed_foot,n_seq_mixed_org,seq_q_p25,seq_q_p50,seq_q_p75,n_foot_known,n_panos_on_foot,pct_on_foot,q_p50_on_foot,q_p50_vehicle,n_seq_on_foot,n_seq_vehicle,seq_q_p50_on_foot,seq_q_p50_vehicle,n_with_org,n_distinct_orgs,q_p50_org,q_p50_no_org,n_seq_org,n_seq_no_org,seq_q_p50_org,seq_q_p50_no_org,pct_with_org
piedmont--alabama--united-states,2026-09-06,1116,1116,0.721,0.735,0.75,0.7692,0.7995,0.1792,0.0,4,0,0,0.7422,0.749,0.7545,1116,0,0.0,,0.75,0,4,,0.749,0,0,,0.75,0,4,,0.749,0.0
pinedale--wyoming--united-states,2026-09-06,217,217,0.756,0.765,0.778,0.791,0.807,0.0,0.0,1,0,0,0.778,0.778,0.778,217,0,0.0,,0.778,0,1,,0.778,0,0,,0.778,0,1,,0.778,0.0
pittsburgh--pennsylvania--united-states,2026-09-06,16596,16596,0.675,0.772,0.857,0.889,0.909,16.4678,1.6088,37,0,0,0.8095,0.863,0.889,16596,409,2.4644,0.617,0.859,1,36,0.617,0.8635,4955,1,0.729,0.876,10,27,0.7165,0.876,29.8566
platteville--colorado--united-states,2026-08-12,5336,5336,0.337,0.571,0.787,0.805,0.818,0.0,25.8808,8,0,0,0.7195,0.7945,0.796,5336,0,0.0,,0.787,0,8,,0.7945,5336,2,0.787,,8,0,0.7945,,100.0
polkville--mississippi--united-states,2026-08-12,2509,2509,0.589,0.629,0.672,0.714,0.753,0.0,12.9932,5,0,0,0.652,0.675,0.681,2509,0,0.0,,0.672,0,5,,0.675,0,0,,0.672,0,5,,0.675,0.0
port-deposit--maryland--united-states,2026-08-12,703,703,0.7502,0.771,0.813,0.863,0.885,2.1337,0.0,7,0,0,0.7997,0.818,0.822,703,0,0.0,,0.813,0,7,,0.818,0,0,,0.813,0,7,,0.818,0.0
port-townsend--washington--united-states,2026-08-12,1591,1591,0.752,0.77,0.799,0.872,0.906,12.445,0.0,8,0,0,0.8594,0.865,0.8789,1591,809,50.8485,0.87,0.774,7,1,0.865,0.774,0,0,,0.799,0,8,,0.865,0.0
portland--north-dakota--united-states,2026-08-12,525,525,0.905,0.91,0.917,0.922,0.926,99.0476,0.0,9,0,0,0.91,0.915,0.918,525,0,0.0,,0.917,0,9,,0.915,525,1,0.917,,9,0,0.915,,100.0
potlatch--idaho--united-states,2026-08-12,36,36,0.741,0.7705,0.788,0.8008,0.826,0.0,0.0,2,0,0,0.7875,0.788,0.7885,36,0,0.0,,0.788,0,2,,0.788,0,0,,0.788,0,2,,0.788,0.0
providence--rhode-island--united-states,2026-08-12,18298,18298,0.772,0.809,0.85,0.887,0.906,15.5099,0.5137,84,0,0,0.8241,0.856,0.8888,18298,2056,11.2362,0.832,0.851,22,62,0.8545,0.856,0,0,,0.85,0,84,,0.856,0.0
pullman--washington--united-states,2026-08-12,4118,4118,0.809,0.83,0.859,0.882,0.896,6.0709,0.0,19,0,0,0.8505,0.867,0.8735,4118,0,0.0,,0.859,0,19,,0.867,0,0,,0.859,0,19,,0.867,0.0
quincy--florida--united-states,2026-08-12,1377,1377,0.7716,0.794,0.912,0.925,0.934,63.2534,0.0726,4,0,0,0.7818,0.8505,0.9193,1377,0,0.0,,0.912,0,4,,0.8505,0,0,,0.912,0,4,,0.8505,0.0
quincy--massachusetts--united-states,2026-08-13,11944,11944,0.771,0.8,0.823,0.857,0.919,15.8071,0.4186,22,0,0,0.8175,0.8925,0.917,11944,0,0.0,,0.823,0,22,,0.8925,2921,1,0.811,0.832,2,20,0.8067,0.9038,24.4558
rawlins--wyoming--united-states,2026-08-12,20014,20014,0.783,0.814,0.842,0.864,0.883,3.5375,0.0849,25,0,0,0.837,0.843,0.86,20014,0,0.0,,0.842,0,25,,0.843,0,0,,0.842,0,25,,0.843,0.0
rehoboth-beach--delaware--united-states,2026-08-12,10258,10258,0.813,0.839,0.863,0.883,0.9,10.4991,0.0,36,0,0,0.8425,0.8672,0.8855,10258,0,0.0,,0.863,0,36,,0.8672,0,0,,0.863,0,36,,0.8672,0.0
reinsletta--nordland--norway,2026-08-12,1934,1934,0.344,0.826,0.8495,0.868,0.884,1.8097,12.151,16,0,0,0.6922,0.8495,0.8558,1934,3,0.1551,0.69,0.85,3,13,0.69,0.854,0,0,,0.8495,0,16,,0.8495,0.0
rexburg--idaho--united-states,2026-08-12,952,952,0.855,0.867,0.882,0.895,0.901,13.2353,0.0,4,0,0,0.8765,0.8838,0.8856,952,0,0.0,,0.882,0,4,,0.8838,0,0,,0.882,0,4,,0.8838,0.0
riverton--wyoming--united-states,2026-08-12,38878,38878,0.822,0.842,0.863,0.879,0.893,4.9668,0.0,124,0,0,0.846,0.8672,0.8752,38878,0,0.0,,0.863,0,124,,0.8672,0,0,,0.863,0,124,,0.8672,0.0
rochester-hills--michigan--united-states,2026-08-12,2222,2222,0.585,0.6402,0.7025,0.772,0.8179,0.135,13.1413,1,0,0,0.7025,0.7025,0.7025,2222,0,0.0,,0.7025,0,1,,0.7025,0,0,,0.7025,0,1,,0.7025,0.0
rush-valley--utah--united-states,2026-08-12,2194,2194,0.8143,0.823,0.833,0.843,0.854,0.0,0.0,5,0,0,0.8285,0.83,0.834,2194,0,0.0,,0.833,0,5,,0.83,2194,1,0.833,,5,0,0.83,,100.0
russellville--arkansas--united-states,2026-08-13,17890,17890,0.738,0.784,0.817,0.841,0.858,0.1509,0.2124,77,0,0,0.7605,0.8165,0.8305,17890,1063,5.9419,0.746,0.819,21,56,0.736,0.8225,15606,1,0.815,0.823,63,14,0.811,0.8235,87.2331
salisbury--maryland--united-states,2026-08-13,800,800,0.802,0.81,0.818,0.828,0.846,0.125,0.0,4,0,0,0.8197,0.8315,0.8421,800,46,5.75,0.8455,0.818,1,3,0.8455,0.822,754,1,0.818,0.8455,3,1,0.822,0.8455,94.25
sammamish--washington--united-states,2026-08-12,6042,6042,0.731,0.786,0.826,0.873,0.908,13.5717,0.4303,13,0,0,0.774,0.807,0.835,6042,0,0.0,,0.826,0,13,,0.807,0,0,,0.826,0,13,,0.807,0.0
san-francisco--california--united-states,2026-07-31,499844,499844,0.747,0.842,0.886,0.911,0.927,36.9399,1.4597,3459,0,0,0.8585,0.899,0.925,499844,130048,26.0177,0.79,0.898,1034,2425,0.839,0.917,24317,4,0.916,0.885,756,2703,0.924,0.89,4.8649
santee--california--united-states,2026-08-12,28420,28420,0.861,0.883,0.899,0.912,0.92,49.6235,0.0035,68,0,0,0.8958,0.903,0.908,28420,0,0.0,,0.899,0,68,,0.903,0,0,,0.899,0,68,,0.903,0.0
saratoga-springs--utah--united-states,2026-08-13,45743,45743,0.865,0.882,0.898,0.912,0.92,47.3777,0.0,196,0,0,0.885,0.898,0.91,45743,0,0.0,,0.898,0,196,,0.898,0,0,,0.898,0,196,,0.898,0.0
schererville--indiana--united-states,2026-08-12,27872,27872,0.844,0.868,0.89,0.913,0.934,37.9772,0.0,181,0,0,0.8585,0.87,0.883,27872,0,0.0,,0.89,0,181,,0.87,0,0,,0.89,0,181,,0.87,0.0
scottsville--kentucky--united-states,2026-08-13,1002,1002,0.7881,0.812,0.84,0.868,0.894,6.5868,0.0,2,0,0,0.8422,0.8555,0.8688,1002,0,0.0,,0.84,0,2,,0.8555,1002,1,0.84,,2,0,0.8555,,100.0
sedro-woolley--washington--united-states,2026-08-12,28281,28281,0.814,0.847,0.869,0.889,0.903,12.5703,1.4144,83,0,0,0.8442,0.865,0.877,28281,0,0.0,,0.869,0,83,,0.865,2101,2,0.885,0.869,3,80,0.6225,0.8655,7.429
selma--california--united-states,2026-08-12,8567,8567,0.876,0.891,0.902,0.912,0.919,55.6321,0.0817,29,0,0,0.886,0.897,0.906,8567,0,0.0,,0.902,0,29,,0.897,106,1,0.8565,0.902,3,26,0.822,0.8975,1.2373
shelley--idaho--united-states,2026-08-12,895,895,0.801,0.82,0.831,0.839,0.847,0.0,0.0,1,0,0,0.831,0.831,0.831,895,0,0.0,,0.831,0,1,,0.831,895,1,0.831,,1,0,0.831,,100.0
shelton--connecticut--united-states,2026-08-13,85479,85479,0.695,0.781,0.829,0.865,0.89,6.2202,5.599,708,0,0,0.786,0.826,0.8595,85479,40,0.0468,0.159,0.829,1,707,0.159,0.826,1,1,0.241,0.829,1,707,0.241,0.826,0.0012
shelton--washington--united-states,2026-08-12,57,57,0.6366,0.671,0.696,0.733,0.7584,0.0,3.5088,24,0,0,0.6695,0.6955,0.7375,57,55,96.4912,0.696,0.6805,22,2,0.6955,0.6805,0,0,,0.696,0,24,,0.6955,0.0
sheridan--colorado--united-states,2026-08-12,7248,7248,0.851,0.868,0.883,0.897,0.907,19.9365,0.1932,42,0,0,0.8705,0.8815,0.8908,7248,0,0.0,,0.883,0,42,,0.8815,2468,1,0.889,0.88,9,33,0.89,0.879,34.0508
signal-mountain--tennessee--united-states,2026-08-12,29548,29548,0.752,0.782,0.813,0.843,0.868,1.6008,0.0034,56,0,0,0.7945,0.8145,0.829,29548,0,0.0,,0.813,0,56,,0.8145,0,0,,0.813,0,56,,0.8145,0.0
silerton--tennessee--united-states,2026-08-12,520,520,0.792,0.82,0.858,0.897,0.905,19.4231,0.0,2,0,0,0.8253,0.8415,0.8578,520,0,0.0,,0.858,0,2,,0.8415,520,1,0.858,,2,0,0.8415,,100.0
slinger--wisconsin--united-states,2026-08-12,8,8,0.4523,0.4805,0.507,0.5637,0.6197,0.0,75.0,1,0,0,0.507,0.507,0.507,8,8,100.0,0.507,,1,0,0.507,,8,1,0.507,,1,0,0.507,,100.0
smiths-station--alabama--united-states,2026-08-12,2464,2464,0.734,0.755,0.779,0.806,0.823,0.0,0.0,35,0,0,0.758,0.779,0.8075,2464,0,0.0,,0.779,0,35,,0.779,1611,1,0.764,0.812,21,14,0.761,0.8135,65.3815
snoqualmie--washington--united-states,2026-08-12,1591,1591,0.79,0.808,0.829,0.8545,0.873,0.3771,0.0,9,0,0,0.818,0.838,0.8465,1591,0,0.0,,0.829,0,9,,0.838,0,0,,0.829,0,9,,0.838,0.0
south-portland--maine--united-states,2026-08-12,11811,11811,0.058,0.729,0.814,0.853,0.912,11.4639,18.305,19,0,0,0.7245,0.824,0.9235,11811,0,0.0,,0.814,0,19,,0.824,2925,2,0.884,0.784,8,11,0.924,0.743,24.765
stafford--texas--united-states,2026-08-12,18037,18037,0.786,0.815,0.841,0.864,0.884,2.8164,0.0499,209,0,0,0.823,0.8445,0.8645,18037,0,0.0,,0.841,0,209,,0.8445,0,0,,0.841,0,209,,0.8445,0.0
star--idaho--united-states,2026-08-12,14507,14507,0.725,0.748,0.772,0.792,0.813,0.0,0.0689,54,0,0,0.7561,0.7685,0.7868,14507,0,0.0,,0.772,0,54,,0.7685,631,1,0.827,0.77,6,48,0.8275,0.7675,4.3496
stara-pazova-municipality--srem-administrative-district--serbia,2026-07-23,149781,149781,0.789,0.827,0.86,0.893,0.913,19.4965,0.0113,198,0,0,0.8292,0.8622,0.8908,149781,0,0.0,,0.86,0,198,,0.8622,72264,2,0.884,0.846,94,104,0.888,0.844,48.2464
stone-mountain--georgia--united-states,2026-08-12,5,5,0.7508,0.761,0.762,0.768,0.771,0.0,0.0,1,0,0,0.762,0.762,0.762,5,0,0.0,,0.762,0,1,,0.762,0,0,,0.762,0,1,,0.762,0.0
sumrall--mississippi--united-states,2026-08-12,1092,1092,0.711,0.795,0.831,0.852,0.867,0.0916,0.0,1,0,0,0.831,0.831,0.831,1092,0,0.0,,0.831,0,1,,0.831,0,0,,0.831,0,1,,0.831,0.0
sunflower--mississippi--united-states,2026-08-12,206,206,0.664,0.682,0.693,0.703,0.71,0.0,0.0,1,0,0,0.693,0.693,0.693,206,0,0.0,,0.693,0,1,,0.693,0,0,,0.693,0,1,,0.693,0.0
sweeny--texas--united-states,2026-08-12,1885,1885,0.791,0.809,0.83,0.847,0.861,0.0,0.0,8,0,0,0.8131,0.825,0.8382,1885,0,0.0,,0.83,0,8,,0.825,0,0,,0.83,0,8,,0.825,0.0
swissvale--pennsylvania--united-states,2026-08-12,5686,5686,0.829,0.853,0.877,0.901,0.916,25.9937,0.1583,17,0,0,0.858,0.875,0.901,5686,21,0.3693,0.64,0.877,1,16,0.64,0.884,0,0,,0.877,0,17,,0.875,0.0
talent--oregon--united-states,2026-08-12,440,440,0.793,0.798,0.808,0.82,0.827,0.0,0.0,1,0,0,0.808,0.808,0.808,440,0,0.0,,0.808,0,1,,0.808,0,0,,0.808,0,1,,0.808,0.0
taos--new-mexico--united-states,2026-08-12,4043,4043,0.852,0.867,0.879,0.89,0.898,7.5439,0.0,4,0,0,0.8724,0.879,0.884,4043,0,0.0,,0.879,0,4,,0.879,4043,1,0.879,,4,0,0.879,,100.0
tappahannock--virginia--united-states,2026-08-12,2299,2299,0.749,0.771,0.794,0.818,0.833,0.0,0.0,10,0,0,0.7755,0.7945,0.8085,2299,0,0.0,,0.794,0,10,,0.7945,0,0,,0.794,0,10,,0.7945,0.0
teaneck-township--new-jersey--united-states,2026-08-12,1919,1919,0.8088,0.832,0.853,0.869,0.883,1.3549,0.0521,9,0,0,0.8445,0.852,0.865,1919,0,0.0,,0.853,0,9,,0.852,0,0,,0.853,0,9,,0.852,0.0
tel-aviv--tel-aviv-district--israel,2026-08-12,51035,51035,0.819,0.859,0.885,0.904,0.918,31.1531,1.2462,751,0,0,0.864,0.886,0.902,51035,7866,15.413,0.858,0.889,81,670,0.857,0.888,38806,3,0.891,0.853,589,162,0.892,0.84,76.038
timberville--virginia--united-states,2026-08-12,574,574,0.7553,0.807,0.84,0.861,0.882,3.4843,0.0,3,0,0,0.7957,0.841,0.848,574,0,0.0,,0.84,0,3,,0.841,0,0,,0.84,0,3,,0.841,0.0
tishomingo--mississippi--united-states,2026-08-12,1428,1428,0.597,0.625,0.664,0.7,0.7353,0.0,11.1345,2,0,0,0.6208,0.6375,0.6542,1428,0,0.0,,0.664,0,2,,0.6375,0,0,,0.664,0,2,,0.6375,0.0
tombstone--arizona--united-states,2026-08-12,1389,1389,0.858,0.867,0.877,0.896,0.915,21.9582,0.0,2,0,0,0.876,0.877,0.878,1389,0,0.0,,0.877,0,2,,0.877,0,0,,0.877,0,2,,0.877,0.0
topsail-beach--north-carolina--united-states,2026-08-12,4092,4092,0.851,0.869,0.884,0.895,0.903,14.3695,0.0,17,0,0,0.879,0.8825,0.888,4092,0,0.0,,0.884,0,17,,0.8825,0,0,,0.884,0,17,,0.8825,0.0
torrington--connecticut--united-states,2026-08-13,86768,86768,0.715,0.785,0.828,0.87,0.895,7.5074,6.3987,597,0,0,0.787,0.818,0.8495,86768,0,0.0,,0.828,0,597,,0.818,1008,1,0.874,0.827,2,595,0.894,0.818,1.1617
town-of-cottage-grove--wisconsin--united-states,2026-08-12,2621,2621,0.774,0.791,0.806,0.826,0.855,3.0904,0.0,7,0,0,0.786,0.79,0.8365,2621,0,0.0,,0.806,0,7,,0.79,0,0,,0.806,0,7,,0.79,0.0
town-of-covert--new-york--united-states,2026-08-13,340,340,0.7579,0.7738,0.795,0.809,0.8231,0.0,0.0,2,0,0,0.7961,0.7983,0.8004,340,0,0.0,,0.795,0,2,,0.7983,340,1,0.795,,2,0,0.7983,,100.0
town-of-horseheads--new-york--united-states,2026-08-12,15401,15401,0.806,0.823,0.841,0.855,0.868,0.5454,0.0,31,0,0,0.833,0.841,0.8465,15401,0,0.0,,0.841,0,31,,0.841,0,0,,0.841,0,31,,0.841,0.0
town-of-lake-george--new-york--united-states,2026-08-13,13322,13322,0.725,0.764,0.819,0.868,0.889,4.3312,0.0676,18,0,0,0.7308,0.784,0.8274,13322,0,0.0,,0.819,0,18,,0.784,2930,1,0.873,0.803,2,16,0.8735,0.766,21.9937
trotwood--ohio--united-states,2026-08-12,77771,77771,0.75,0.779,0.813,0.841,0.862,0.2585,0.0,312,0,0,0.7949,0.824,0.843,77771,0,0.0,,0.813,0,312,,0.824,0,0,,0.813,0,312,,0.824,0.0
tumwater--washington--united-states,2026-08-12,406,406,0.655,0.689,0.717,0.751,0.797,0.0,0.9852,3,0,0,0.7157,0.7195,0.7917,406,0,0.0,,0.717,0,3,,0.7195,0,0,,0.717,0,3,,0.7195,0.0
unadilla--nebraska--united-states,2026-08-12,184,184,0.679,0.694,0.7735,0.876,0.883,0.0,0.0,5,0,0,0.7885,0.853,0.879,184,0,0.0,,0.7735,0,5,,0.853,0,0,,0.7735,0,5,,0.853,0.0
underwood--iowa--united-states,2026-08-12,750,750,0.794,0.879,0.891,0.898,0.904,22.1333,0.0,6,0,0,0.7884,0.8255,0.8465,750,0,0.0,,0.891,0,6,,0.8255,603,1,0.894,0.793,1,5,0.894,0.806,80.4
vardaman--mississippi--united-states,2026-08-12,829,829,0.757,0.781,0.808,0.823,0.833,0.0,0.0,2,0,0,0.7999,0.8073,0.8146,829,0,0.0,,0.808,0,2,,0.8073,829,1,0.808,,2,0,0.8073,,100.0
vergennes--vermont--united-states,2026-08-12,442,442,0.7691,0.798,0.8385,0.8638,0.8789,1.1312,0.0,2,0,0,0.8113,0.8255,0.8397,442,0,0.0,,0.8385,0,2,,0.8255,0,0,,0.8385,0,2,,0.8255,0.0
village-of-briarcliff-manor--new-york--united-states,2026-08-12,38,38,0.6267,0.64,0.653,0.666,0.6869,0.0,0.0,1,0,0,0.653,0.653,0.653,38,38,100.0,0.653,,1,0,0.653,,0,0,,0.653,0,1,,0.653,0.0
village-of-chateaugay--new-york--united-states,2026-08-12,892,892,0.804,0.8257,0.856,0.874,0.893,6.3901,0.0,4,0,0,0.8438,0.8555,0.8585,892,0,0.0,,0.856,0,4,,0.8555,0,0,,0.856,0,4,,0.8555,0.0
village-of-scottsville--new-york--united-states,2026-08-12,1075,1075,0.777,0.797,0.843,0.868,0.881,1.2093,0.0,2,0,0,0.801,0.818,0.835,1075,0,0.0,,0.843,0,2,,0.818,0,0,,0.843,0,2,,0.818,0.0
village-of-upper-brookville--new-york--united-states,2026-08-12,687,687,0.5092,0.587,0.618,0.677,0.7504,0.0,31.5866,9,0,0,0.605,0.616,0.669,687,628,91.4119,0.613,0.752,7,2,0.6055,0.7665,0,0,,0.618,0,9,,0.616,0.0
waldwick--new-jersey--united-states,2026-08-12,935,935,0.745,0.773,0.827,0.86,0.875,0.4278,0.0,2,0,0,0.7945,0.814,0.8335,935,0,0.0,,0.827,0,2,,0.814,0,0,,0.827,0,2,,0.814,0.0
walla-walla--washington--united-states,2026-08-12,24194,24194,0.826,0.85,0.869,0.883,0.895,5.7246,0.0,87,0,0,0.8555,0.869,0.8772,24194,1,0.0041,0.811,0.869,1,86,0.811,0.869,18034,1,0.872,0.857,64,23,0.8695,0.865,74.5391
waltham--massachusetts--united-states,2026-08-12,38405,38405,0.758,0.799,0.843,0.878,0.9,10.1211,0.2239,138,0,0,0.8266,0.8635,0.8978,38405,0,0.0,,0.843,0,138,,0.8635,0,0,,0.843,0,138,,0.8635,0.0
warr-acres--oklahoma--united-states,2026-08-12,379,379,0.878,0.887,0.896,0.904,0.91,39.8417,0.0,1,0,0,0.896,0.896,0.896,379,0,0.0,,0.896,0,1,,0.896,0,0,,0.896,0,1,,0.896,0.0
wasta--south-dakota--united-states,2026-08-12,2130,2130,0.812,0.828,0.85,0.867,0.877,0.1408,0.0,11,0,0,0.8415,0.856,0.8675,2130,0,0.0,,0.85,0,11,,0.856,0,0,,0.85,0,11,,0.856,0.0
